vpn,itlb_hit,dtlb_hit,stlb_hit,stlb_ptw
885341,0,50,0,3
885342,0,31,0,3
885343,0,24,0,3
885344,0,34,0,1
885345,0,39,0,3
885346,0,7,0,3
885349,0,25,0,1
885350,0,48,0,3
885351,0,8,0,1
885352,0,52,0,3
885353,0,35,0,3
885354,0,51,0,3
885355,0,24,0,3
885356,0,33,0,3
885357,0,49,0,3
885358,0,19,0,3
885359,0,77,0,3
885360,0,1,0,1
885361,0,61,0,3
885362,0,11,0,1
885363,0,35,0,3
885364,0,61,0,3
885365,0,65,0,3
885366,0,5,0,1
885367,0,4,0,1
885368,0,9,0,1
885371,0,13,0,3
885372,0,14,0,1
885373,0,19,0,3
885374,0,39,0,3
885375,0,4,0,1
885376,0,61,0,3
885377,0,24,0,3
885378,0,56,0,3
885379,0,15,0,3
885382,0,5,0,1
885383,0,22,0,3
885384,0,48,0,3
885385,0,5,0,1
885386,0,33,0,3
885395,0,42,0,3
885396,0,36,0,3
885397,0,1,0,1
885398,0,43,0,3
885399,0,55,0,3
885400,0,0,0,1
885401,0,29,0,3
885402,0,59,0,3
885403,0,72,0,3
885404,0,55,0,3
885405,0,62,0,3
885408,0,5,0,1
885409,0,8,0,3
885410,0,28,0,3
885411,0,45,0,3
885412,0,35,0,3
885413,0,24,0,3
885414,0,61,0,3
885415,0,83,0,3
885416,0,28,0,1
885417,0,20,0,3
885418,0,55,0,3
885419,0,30,0,3
885420,0,5,0,1
885421,0,64,0,3
885422,0,81,0,3
885423,0,14,0,1
885424,0,40,0,3
885425,0,16,0,1
885426,0,30,0,3
885427,0,35,0,3
885428,0,49,0,3
885429,0,24,0,3
885430,0,34,0,3
885431,0,45,0,3
885432,0,61,0,3
885433,0,48,0,3
885434,0,48,0,3
885435,0,32,0,3
885436,0,28,0,1
885437,0,30,0,3
885440,0,13,0,1
885441,0,16,0,3
885442,0,8,0,3
885443,0,49,0,3
885444,0,19,0,3
885445,0,53,0,3
885446,0,7,0,1
885447,0,33,0,3
885448,0,24,0,1
885449,0,74,0,3
885450,0,12,0,1
885453,0,44,0,3
885454,0,33,0,3
885455,0,23,0,3
885456,0,32,0,3
885457,0,3,0,1
885461,0,73,0,3
885462,0,7,0,3
885463,0,23,0,1
885464,0,49,0,3
885465,0,25,0,1
885466,0,23,0,3
885467,0,30,0,1
885468,0,4,0,1
885469,0,31,0,3
885470,0,16,0,3
885471,0,7,0,3
885472,0,58,0,3
885475,0,25,0,3
885476,0,38,0,3
885477,0,59,0,3
885478,0,6,0,1
885479,0,41,0,3
885480,0,21,0,3
885481,0,0,0,3
885482,0,21,0,3
885483,0,0,0,1
885484,0,17,0,1
885493,0,50,0,3
885494,0,29,0,1
885495,0,10,0,1
885498,0,35,0,3
885499,0,92,0,3
885500,0,36,0,3
885503,0,22,0,1
885504,0,21,0,1
885505,0,69,0,3
885506,0,27,0,1
885509,0,13,0,3
885510,0,58,0,1
885511,0,25,0,3
885512,0,13,0,1
885513,0,22,0,3
885514,0,35,0,3
885515,0,36,0,3
885516,0,29,0,1
885517,0,14,0,3
885518,0,12,0,1
885519,0,25,0,3
885520,0,53,0,3
885523,0,110,0,3
885524,0,0,0,1
885532,0,15,0,3
885533,0,5,0,1
885536,0,36,0,3
885537,0,6,0,1
885538,0,11,0,1
885539,0,42,0,3
885540,0,10,0,1
885541,0,48,0,3
885542,0,61,0,3
885543,0,47,0,3
885544,0,1,0,1
885547,0,24,0,1
885548,0,68,0,3
885549,0,4,0,1
885558,0,12,0,3
885559,0,43,0,3
885560,0,0,0,1
885561,0,46,0,3
885562,0,49,0,3
885563,0,21,0,1
885564,0,34,0,3
885565,0,66,0,3
885569,0,23,0,1
885570,0,30,0,3
885571,0,40,0,3
885572,0,60,0,3
885573,0,20,0,3
885574,0,35,0,3
885575,0,74,0,3
885576,0,17,0,3
885577,0,38,0,3
885578,0,20,0,3
885579,0,45,0,3
885580,0,68,0,3
885581,0,19,0,3
885582,0,18,0,3
885583,0,56,0,3
885584,0,57,0,3
885585,0,85,0,3
885586,0,93,0,3
885587,0,15,0,3
885588,0,0,0,1
885589,0,39,0,3
885590,0,23,0,1
885591,0,6,0,1
885592,0,3,0,1
885593,0,56,0,3
885594,0,38,0,3
885595,0,46,0,3
885596,0,53,0,3
885597,0,61,0,3
885598,0,45,0,3
885599,0,63,0,3
885600,0,24,0,3
885601,0,52,0,3
885602,0,7,0,3
885603,0,17,0,1
885604,0,19,0,1
885605,0,14,0,3
885606,0,43,0,3
885607,0,74,0,3
885608,0,18,0,3
885609,0,0,0,3
885610,0,26,0,3
885611,0,0,0,1
885613,0,10,0,1
885614,0,32,0,3
885615,0,11,0,3
885616,0,71,0,3
885617,0,30,0,1
885618,0,42,0,3
885619,0,39,0,3
885620,0,18,0,3
885621,0,21,0,3
885622,0,8,0,1
885623,0,47,0,3
885624,0,40,0,3
885625,0,38,0,3
885627,0,43,0,3
885628,0,51,0,3
885629,0,52,0,3
885630,0,67,0,3
885631,0,29,0,3
885632,0,7,0,1
885633,0,30,0,3
885634,0,46,0,3
885635,0,12,0,1
885636,0,18,0,1
885637,0,41,0,1
885638,0,6,0,1
885639,0,50,0,3
885640,0,34,0,3
885641,0,44,0,3
885642,0,8,0,1
885645,0,42,0,3
885646,0,14,0,3
885655,0,46,0,3
885656,0,22,0,3
885659,0,5,0,1
885660,0,77,0,3
885661,0,66,0,3
885662,0,46,0,3
885663,0,3,0,3
885664,0,16,0,3
885665,0,55,0,3
885666,0,47,0,3
885667,0,69,0,3
885668,0,38,0,3
885669,0,80,0,3
885670,0,0,0,1
885671,0,49,0,3
885672,0,0,0,1
885673,0,1,0,1
885675,0,9,0,1
885676,0,51,0,3
885677,0,66,0,3
885678,0,77,0,3
885679,0,4,0,1
885680,0,57,0,3
885683,0,17,0,3
885684,0,78,0,3
885685,0,5,0,1
885686,0,14,0,1
885687,0,31,0,3
885688,0,36,0,3
885689,0,26,0,1
885690,0,32,0,3
885691,0,30,0,1
885692,0,2,0,1
885693,0,18,0,3
885694,0,66,0,3
885695,0,45,0,3
885696,0,21,0,1
885697,0,2,0,1
885698,0,1,0,1
885699,0,12,0,3
885700,0,31,0,3
885701,0,29,0,3
885702,0,82,0,3
885703,0,19,0,3
885704,0,15,0,3
885705,0,61,0,3
885706,0,42,0,3
885707,0,14,0,3
885708,0,24,0,3
885709,0,1,0,1
885710,0,32,0,3
885711,0,92,0,3
885712,0,68,0,3
885713,0,7,0,3
885714,0,2,0,3
885717,0,30,0,3
885718,0,77,0,3
885719,0,69,0,3
885720,0,17,0,3
885721,0,14,0,1
885722,0,12,0,1
885723,0,9,0,2
885724,0,32,0,3
885725,0,74,0,3
885726,0,24,0,3
885727,0,49,0,3
885728,0,37,0,3
885729,0,41,0,3
885730,0,40,0,3
885731,0,3,0,3
885732,0,25,0,3
885733,0,60,0,3
885736,0,1,0,1
885737,0,72,0,3
885738,0,62,0,3
885739,0,68,0,3
885740,0,47,0,1
885741,0,16,0,3
885744,0,52,0,3
885745,0,42,0,3
885746,0,63,0,3
885747,0,42,0,3
885748,0,5,0,3
885749,0,46,0,3
885750,0,47,0,3
885751,0,35,0,3
885753,0,49,0,3
885754,0,65,0,3
885755,0,46,0,3
885756,0,78,0,3
885757,0,15,0,3
885760,0,38,0,3
885761,0,37,0,3
885762,0,36,0,3
885763,0,29,0,3
885764,0,49,0,3
885765,0,19,0,3
885766,0,40,0,1
885767,0,5,0,1
885770,0,2,0,1
885771,0,15,0,1
885772,0,54,0,3
885773,0,41,0,3
885774,0,21,0,3
885775,0,18,0,3
885776,0,15,0,3
885777,0,25,0,3
885778,0,5,0,1
885779,0,7,0,1
885780,0,8,0,3
885783,0,17,0,3
885784,0,38,0,3
885785,0,32,0,3
885786,0,6,0,3
885787,0,27,0,3
885788,0,38,0,3
885789,0,61,0,3
885790,0,71,0,3
885791,0,48,0,3
885792,0,43,0,3
885793,0,46,0,3
885794,0,23,0,1
885795,0,24,0,3
885796,0,76,0,3
885797,0,9,0,1
885798,0,41,0,3
885801,0,0,0,1
885802,0,61,0,3
885803,0,85,0,3
885804,0,61,0,3
885805,0,20,0,3
885806,0,18,0,3
885807,0,40,0,3
885808,0,21,0,1
885809,0,50,0,3
885810,0,64,0,3
885811,0,4,0,3
885814,0,54,0,3
885815,0,9,0,3
885816,0,50,0,3
885817,0,68,0,3
885818,0,37,0,3
885819,0,47,0,3
885820,0,9,0,3
885821,0,6,0,1
885822,0,65,0,3
885823,0,71,0,3
885824,0,29,0,3
885833,0,49,0,3
885834,0,38,0,3
885835,0,21,0,3
885836,0,53,0,3
885837,0,51,0,3
885838,0,20,0,3
885841,0,38,0,3
885842,0,78,0,3
885843,0,4,0,3
885846,0,41,0,3
885847,0,58,0,3
885848,0,5,0,1
885849,0,18,0,1
885850,0,36,0,3
885851,0,44,0,3
885852,0,43,0,3
885853,0,42,0,3
885854,0,15,0,1
885855,0,95,0,3
885856,0,36,0,1
885859,0,14,0,3
885860,0,53,0,3
885861,0,49,0,3
885862,0,43,0,3
885863,0,63,0,3
885864,0,44,0,1
885865,0,17,0,3
885866,0,66,0,3
885867,0,8,0,1
885868,0,57,0,3
885869,0,32,0,3
885870,0,32,0,3
885873,0,36,0,3
885874,0,26,0,3
885875,0,39,0,3
885876,0,19,0,1
885877,0,14,0,3
885878,0,12,0,3
885881,0,33,0,1
885882,0,44,0,3
885883,0,2,0,1
885886,0,0,0,1
885887,0,72,0,3
885888,0,32,0,3
885889,0,123,0,3
885890,0,62,0,3
885891,0,53,0,3
885916,0,0,0,1
885917,0,22,0,3
885918,0,27,0,3
885919,0,25,0,3
885920,0,49,0,3
885921,0,61,0,3
885922,0,31,0,3
885924,0,65,0,3
885928,0,17,0,3
885929,0,74,0,3
885930,0,0,0,1
885933,0,22,0,1
885934,0,9,0,3
885935,0,56,0,3
885936,0,22,0,3
885937,0,69,0,3
885938,0,64,0,3
885939,0,0,0,1
885941,0,1,0,1
885942,0,54,0,3
885943,0,0,0,1
885944,0,28,0,3
885945,0,78,0,3
885946,0,19,0,1
885955,0,24,0,1
885956,0,4,0,1
885957,0,50,0,1
885958,0,73,0,3
885959,0,50,0,3
885960,0,9,0,3
885961,0,15,0,1
885962,0,18,0,3
885963,0,14,0,1
885964,0,3,0,1
885965,0,33,0,3
885966,0,35,0,3
885967,0,103,0,3
885968,0,0,0,1
885969,0,67,0,3
885970,0,52,0,3
885971,0,44,0,3
885972,0,49,0,3
885973,0,30,0,3
885974,0,49,0,3
885975,0,60,0,3
885976,0,75,0,3
885977,0,14,0,1
885978,0,29,0,3
885979,0,1,0,1
885980,0,55,0,3
885981,0,25,0,3
885984,0,16,0,1
885985,0,40,0,3
885986,0,67,0,3
885987,0,36,0,3
885988,0,7,0,3
885989,0,55,0,3
885990,0,36,0,3
885991,0,16,0,3
885992,0,75,0,3
885993,0,93,0,3
885994,0,62,0,3
885995,0,19,0,3
885996,0,3,0,1
886001,0,61,0,3
886002,0,55,0,3
886003,0,30,0,3
886004,0,5,0,3
886005,0,1,0,1
886006,0,21,0,3
886007,0,29,0,3
886008,0,49,0,3
886009,0,21,0,3
886010,0,9,0,1
886011,0,19,0,3
886012,0,23,0,3
886013,0,44,0,3
886014,0,8,0,1
886015,0,70,0,3
886016,0,33,0,3
886017,0,46,0,3
886018,0,50,0,3
886019,0,5,0,3
886028,0,61,0,3
886029,0,4,0,1
886030,0,17,0,3
886031,0,36,0,3
886032,0,66,0,3
886033,0,15,0,1
886036,0,13,0,1
886037,0,32,0,3
886038,0,95,0,3
886040,0,22,0,3
886043,0,31,0,3
886044,0,33,0,3
886045,0,15,0,3
886046,0,67,0,3
886047,0,36,0,3
886048,0,11,0,3
886049,0,40,0,3
886050,0,43,0,1
886051,0,79,0,3
886052,0,34,0,3
886053,0,59,0,3
886054,0,35,0,1
886055,0,5,0,1
886056,0,39,0,3
886057,0,38,0,3
886058,0,5,0,3
886059,0,46,0,3
886060,0,35,0,1
886061,0,5,0,1
886062,0,48,0,3
886063,0,55,0,3
886064,0,3,0,1
886065,0,12,0,1
886066,0,16,0,1
886067,0,39,0,3
886068,0,6,0,3
886069,0,39,0,3
886070,0,40,0,3
886071,0,71,0,3
886072,0,0,0,1
886073,0,20,0,3
886074,0,77,0,3
886075,0,33,0,3
886078,0,13,0,1
886079,0,23,0,3
886080,0,116,0,3
886081,0,47,0,3
886082,0,43,0,3
886083,0,65,0,3
886084,0,18,0,3
886085,0,8,0,3
886086,0,40,0,3
886087,0,47,0,3
886088,0,24,0,1
886089,0,69,0,3
886090,0,39,0,3
886092,0,2,0,1
886093,0,27,0,3
886094,0,79,0,3
886095,0,41,0,3
886096,0,19,0,3
886097,0,47,0,3
886098,0,76,0,3
886099,0,9,0,1
886101,0,40,0,3
886102,0,112,0,3
886103,0,1,0,1
886104,0,29,0,1
886105,0,71,0,3
886106,0,66,0,3
886107,0,47,0,3
886108,0,47,0,3
886109,0,73,0,3
886110,0,18,0,1
886111,0,49,0,3
886112,0,87,0,3
886113,0,28,0,3
886114,0,15,0,3
886115,0,11,0,1
886116,0,65,0,3
886117,0,73,0,3
886118,0,83,0,3
886119,0,34,0,3
886120,0,52,0,3
886121,0,17,0,3
886122,0,7,0,1
886123,0,27,0,3
886124,0,1,0,1
886125,0,16,0,1
886126,0,19,0,3
886127,0,24,0,1
886128,0,12,0,1
886129,0,5,0,1
886130,0,42,0,3
886131,0,18,0,1
886140,0,55,0,3
886141,0,5,0,3
886144,0,39,0,3
886145,0,23,0,3
886146,0,37,0,3
886147,0,2,0,3
886148,0,14,0,1
886149,0,70,0,3
886150,0,34,0,3
886151,0,5,0,1
886152,0,30,0,3
886153,0,5,0,1
886154,0,46,0,3
886157,0,14,0,3
886158,0,2,0,1
886159,0,35,0,3
886160,0,32,0,1
886161,0,42,0,3
886162,0,2,0,1
886163,0,47,0,3
886164,0,45,0,3
886165,0,8,0,1
886166,0,25,0,3
886169,0,20,0,3
886170,0,77,0,3
886171,0,44,0,3
886172,0,20,0,3
886173,0,18,0,1
886174,0,16,0,3
886175,0,8,0,3
886176,0,27,0,3
886177,0,16,0,1
886178,0,38,0,3
886179,0,7,0,1
886180,0,67,0,3
886183,0,10,0,1
886185,0,54,0,3
886186,0,3,0,1
886187,0,7,0,3
886188,0,45,0,3
886189,0,31,0,1
886190,0,6,0,3
886191,0,46,0,3
886192,0,22,0,1
886193,0,5,0,1
886194,0,26,0,3
886196,0,26,0,3
886199,0,15,0,3
886200,0,20,0,3
886201,0,20,0,1
886202,0,5,0,1
886203,0,42,0,3
886204,0,2,0,1
886206,0,7,0,3
886207,0,4,0,1
886208,0,36,0,1
886209,0,46,0,3
886210,0,8,0,1
886211,0,46,0,3
886212,0,44,0,3
886213,0,5,0,3
886214,0,54,0,3
886215,0,36,0,3
886219,0,42,0,3
886220,0,39,0,3
886223,0,27,0,3
886224,0,11,0,3
886225,0,26,0,3
886226,0,48,0,3
886227,0,9,0,1
886228,0,69,0,3
886229,0,32,0,3
886230,0,21,0,3
886231,0,23,0,3
886234,0,24,0,3
886235,0,33,0,3
886236,0,38,0,3
886237,0,54,0,3
886238,0,30,0,3
886239,0,21,0,3
886240,0,37,0,3
886241,0,42,0,3
886242,0,19,0,1
886243,0,1,0,1
886244,0,28,0,3
886245,0,53,0,3
886246,0,48,0,3
886247,0,11,0,3
886248,0,34,0,3
886249,0,76,0,3
886250,0,92,0,3
886251,0,35,0,3
886252,0,45,0,3
886253,0,35,0,3
886254,0,30,0,3
886255,0,40,0,3
886256,0,42,0,3
886257,0,77,0,3
886258,0,52,0,3
886259,0,22,0,3
886260,0,19,0,3
886261,0,21,0,1
886262,0,47,0,3
886265,0,22,0,1
886266,0,19,0,3
886270,0,13,0,1
886271,0,22,0,3
886272,0,4,0,3
886273,0,92,0,3
886274,0,55,0,3
886275,0,63,0,3
886276,0,61,0,3
886277,0,42,0,3
886278,0,71,0,3
886279,0,26,0,3
886280,0,57,0,3
886283,0,20,0,1
886284,0,3,0,1
886285,0,39,0,3
886288,0,3,0,3
886289,0,30,0,3
886290,0,19,0,4
886291,0,28,0,3
886292,0,6,0,1
886293,0,29,0,3
886294,0,35,0,3
886295,0,44,0,3
886296,0,34,0,3
886297,0,22,0,3
886298,0,28,0,3
886299,0,17,0,1
886300,0,23,0,3
886301,0,33,0,3
886302,0,109,0,3
886303,0,49,0,3
886304,0,52,0,3
886305,0,77,0,3
886306,0,50,0,3
886307,0,20,0,3
886308,0,13,0,3
886309,0,13,0,1
886310,0,36,0,3
886311,0,33,0,3
886312,0,13,0,3
886314,0,14,0,1
886315,0,42,0,1
886316,0,55,0,3
886317,0,34,0,3
886318,0,7,0,1
886319,0,33,0,3
886320,0,23,0,3
886321,0,61,0,3
886322,0,41,0,3
886323,0,26,0,1
886324,0,11,0,3
886325,0,26,0,1
886326,0,39,0,3
886327,0,3,0,3
886328,0,7,0,1
886329,0,50,0,3
886330,0,4,0,1
886331,0,6,0,1
886332,0,44,0,3
886333,0,31,0,3
886334,0,72,0,3
886335,0,33,0,1
886336,0,8,0,1
886337,0,43,0,3
886338,0,41,0,3
886339,0,47,0,3
886340,0,53,0,4
886341,0,67,0,3
886342,0,21,0,3
886343,0,28,0,3
886352,0,18,0,3
886353,0,40,0,3
886354,0,1,0,3
886355,0,35,0,3
886356,0,6,0,1
886357,0,9,0,1
886358,0,25,0,3
886359,0,38,0,3
886360,0,79,0,3
886361,0,13,0,1
886362,0,22,0,3
886363,0,35,0,3
886364,0,28,0,1
886365,0,67,0,3
886366,0,67,0,3
886367,0,19,0,3
886369,0,4,0,1
886370,0,18,0,3
886371,0,6,0,1
886372,0,28,0,1
886373,0,16,0,1
886374,0,5,0,1
886377,0,45,0,3
886378,0,42,0,3
886379,0,21,0,3
886380,0,35,0,3
886381,0,5,0,1
886382,0,27,0,3
886383,0,19,0,3
886384,0,62,0,3
886385,0,62,0,3
886386,0,52,0,3
886387,0,62,0,3
886388,0,13,0,3
886389,0,34,0,3
886390,0,0,0,1
886391,0,56,0,3
886392,0,29,0,3
886393,0,31,0,3
886394,0,71,0,3
886395,0,25,0,1
886396,0,30,0,3
886397,0,36,0,3
886400,0,38,0,3
886401,0,26,0,3
886402,0,69,0,3
886403,0,84,0,3
886412,0,17,0,3
886413,0,10,0,1
886416,0,41,0,3
886417,0,52,0,3
886418,0,69,0,3
886419,0,61,0,3
886420,0,44,0,3
886422,0,65,0,3
886423,0,36,0,3
886424,0,2,0,3
886425,0,63,0,3
886426,0,22,0,3
886429,0,67,0,3
886430,0,66,0,3
886431,0,7,0,1
886432,0,16,0,3
886433,0,12,0,3
886434,0,28,0,3
886435,0,84,0,3
886436,0,63,0,3
886437,0,44,0,3
886438,0,29,0,3
886439,0,61,0,3
886440,0,53,0,3
886441,0,0,0,1
886442,0,30,0,3
886443,0,1,0,1
886444,0,38,0,3
886445,0,16,0,3
886446,0,10,0,1
886447,0,29,0,3
886448,0,34,0,3
886449,0,0,0,1
886450,0,51,0,3
886451,0,72,0,3
886452,0,7,0,3
886453,0,15,0,3
886454,0,40,0,3
886455,0,9,0,1
886456,0,65,0,3
886457,0,67,0,3
886458,0,65,0,3
886459,0,3,0,3
886460,0,12,0,3
886461,0,44,0,3
886462,0,25,0,1
886465,0,19,0,1
886466,0,14,0,3
886467,0,27,0,3
886468,0,33,0,3
886469,0,24,0,3
886470,0,14,0,1
886471,0,49,0,3
886472,0,51,0,3
886473,0,1,0,1
886474,0,70,0,3
886475,0,28,0,3
886476,0,54,0,3
886477,0,6,0,1
886478,0,42,0,3
886479,0,22,0,3
886480,0,38,0,3
886481,0,27,0,1
886482,0,29,0,3
886483,0,32,0,3
886484,0,30,0,1
886485,0,36,0,3
886486,0,3,0,1
886489,0,38,0,3
886490,0,50,0,3
886491,0,7,0,3
886494,0,39,0,3
886495,0,26,0,3
886496,0,36,0,3
886497,0,31,0,1
886498,0,37,0,3
886499,0,10,0,3
886500,0,14,0,1
886501,0,20,0,3
886502,0,29,0,3
886503,0,47,0,3
886504,0,11,0,3
886505,0,30,0,3
886506,0,7,0,1
886515,0,36,0,3
886516,0,13,0,3
886517,0,39,0,3
886518,0,17,0,3
886519,0,24,0,3
886520,0,15,0,3
886521,0,61,0,3
886522,0,46,0,3
886523,0,34,0,3
886524,0,3,0,1
886527,0,12,0,1
886528,0,11,0,1
886529,0,45,0,3
886530,0,47,0,3
886531,0,56,0,3
886532,0,26,0,3
886533,0,42,0,3
886534,0,28,0,1
886535,0,10,0,1
886536,0,22,0,3
886537,0,37,0,3
886538,0,29,0,3
886541,0,13,0,3
886542,0,70,0,3
886543,0,59,0,3
886544,0,10,0,3
886545,0,64,0,3
886546,0,34,0,3
886547,0,10,0,1
886548,0,28,0,3
886549,0,79,0,3
886558,0,14,0,3
886559,0,63,0,3
886562,0,9,0,1
886563,0,20,0,3
886564,0,5,0,1
886565,0,68,0,3
886566,0,6,0,1
886567,0,26,0,3
886568,0,6,0,1
886569,0,18,0,3
886570,0,62,0,3
886571,0,42,0,3
886572,0,42,0,3
886573,0,84,0,3
886574,0,0,0,1
886575,0,20,0,3
886578,0,17,0,1
886579,0,27,0,3
886580,0,1,0,1
886581,0,58,0,3
886582,0,57,0,3
886583,0,74,0,3
886584,0,45,0,3
886585,0,21,0,3
886586,0,16,0,1
886589,0,3,0,1
886590,0,51,0,3
886591,0,64,0,3
886592,0,48,0,3
886593,0,60,0,3
886594,0,8,0,1
886597,0,46,0,3
886598,0,88,0,3
886599,0,88,0,3
886600,0,1,0,1
886601,0,41,0,3
886602,0,46,0,3
886603,0,68,0,3
886606,0,11,0,1
886607,0,4,0,1
886617,0,45,0,3
886626,0,18,0,1
886627,0,6,0,1
886628,0,0,0,1
886629,0,54,0,3
886630,0,48,0,3
886631,0,56,0,3
886632,0,23,0,1
886633,0,57,0,3
886634,0,49,0,1
886635,0,46,0,3
886636,0,18,0,3
886637,0,21,0,3
886640,0,17,0,3
886641,0,11,0,3
886642,0,24,0,3
886643,0,100,0,4
886644,0,10,0,3
886645,0,31,0,3
886646,0,21,0,3
886647,0,65,0,3
886648,0,7,0,3
886651,0,28,0,1
886652,0,32,0,3
886653,0,82,0,3
886654,0,100,0,3
886655,0,17,0,1
886658,0,38,0,1
886659,0,44,0,3
886662,0,41,0,3
886663,0,103,0,3
886664,0,10,0,1
886665,0,24,0,3
886666,0,31,0,3
886667,0,61,0,3
886668,0,24,0,3
886669,0,40,0,3
886670,0,7,0,1
886671,0,37,0,3
886673,0,24,0,3
886674,0,8,0,3
886675,0,56,0,3
886676,0,12,0,3
886677,0,9,0,3
886678,0,58,0,3
886679,0,55,0,3
886680,0,12,0,1
886681,0,57,0,3
886682,0,34,0,3
886683,0,18,0,3
886684,0,20,0,3
886685,0,26,0,1
886686,0,0,0,1
886687,0,26,0,3
886688,0,41,0,3
886689,0,0,0,1
886690,0,1,0,1
886691,0,12,0,3
886692,0,39,0,3
886693,0,22,0,3
886694,0,17,0,1
886695,0,45,0,3
886696,0,17,0,3
886697,0,13,0,3
886698,0,27,0,3
886707,0,36,0,3
886708,0,31,0,3
886709,0,98,0,3
886710,0,85,0,3
886711,0,31,0,3
886712,0,4,0,1
886713,0,22,0,3
886714,0,29,0,3
886715,0,46,0,3
886716,0,33,0,3
886717,0,30,0,3
886720,0,50,0,3
886721,0,35,0,3
886722,0,22,0,1
886723,0,14,0,1
886724,0,23,0,3
886725,0,9,0,3
886726,0,82,0,3
886727,0,49,0,3
886728,0,64,0,3
886729,0,15,0,3
886730,0,13,0,3
886733,0,25,0,3
886734,0,42,0,3
886735,0,2,0,1
886736,0,2,0,1
886737,0,30,0,3
886738,0,14,0,3
886739,0,7,0,1
886740,0,18,0,1
886741,0,56,0,3
886742,0,5,0,3
886743,0,9,0,3
886744,0,53,0,3
886745,0,44,0,3
886746,0,62,0,3
886747,0,42,0,3
886748,0,50,0,3
886749,0,5,0,3
886750,0,15,0,1
886751,0,11,0,3
886752,0,30,0,3
886753,0,7,0,3
886756,0,4,0,1
886759,0,10,0,3
886760,0,75,0,3
886761,0,58,0,3
886762,0,14,0,1
886763,0,14,0,3
886764,0,14,0,3
886765,0,58,0,3
886766,0,25,0,3
886769,0,71,0,3
886770,0,21,0,1
886771,0,32,0,3
886772,0,3,0,3
886775,0,10,0,3
886776,0,10,0,1
886777,0,49,0,3
886778,0,24,0,3
886779,0,13,0,1
886780,0,51,0,3
886782,0,40,0,3
886783,0,58,0,3
886784,0,99,0,3
886785,0,46,0,3
886788,0,18,0,3
886789,0,40,0,3
886790,0,24,0,3
886791,0,36,0,3
886792,0,17,0,3
886793,0,24,0,3
886794,0,0,0,1
886795,0,22,0,3
886796,0,88,0,3
886797,0,36,0,3
886798,0,1,0,3
886799,0,28,0,3
886800,0,7,0,1
886801,0,20,0,1
886802,0,20,0,3
886803,0,7,0,1
886804,0,20,0,3
886805,0,12,0,3
886806,0,9,0,1
886807,0,42,0,3
886808,0,9,0,1
886809,0,10,0,3
886810,0,72,0,3
886813,0,0,0,1
886814,0,38,0,3
886815,0,37,0,3
886816,0,0,0,1
886817,0,12,0,1
886818,0,37,0,3
886819,0,31,0,3
886820,0,58,0,3
886821,0,40,0,3
886822,0,36,0,1
886823,0,46,0,3
886824,0,56,0,3
886825,0,6,0,3
886826,0,19,0,3
886827,0,5,0,1
886828,0,55,0,3
886829,0,69,0,3
886830,0,47,0,3
886831,0,11,0,1
886832,0,24,0,1
886833,0,79,0,3
886834,0,13,0,3
886835,0,26,0,3
886836,0,24,0,3
886837,0,48,0,3
886838,0,4,0,1
886839,0,19,0,3
886842,0,46,0,3
886843,0,8,0,3
886846,0,13,0,3
886849,0,31,0,3
886850,0,31,0,3
886851,0,22,0,3
886852,0,40,0,3
886853,0,54,0,3
886854,0,23,0,3
886856,0,20,0,3
886857,0,59,0,3
886858,0,63,0,3
886859,0,47,0,3
886860,0,38,0,3
886861,0,5,0,1
886864,0,41,0,3
886865,0,56,0,3
886866,0,16,0,1
886867,0,69,0,3
886868,0,14,0,1
886871,0,36,0,1
886872,0,42,0,1
886873,0,22,0,3
886874,0,11,0,3
886877,0,6,0,3
886878,0,63,0,3
886879,0,36,0,3
886880,0,9,0,3
886881,0,2,0,1
886882,0,63,0,3
886883,0,41,0,3
886884,0,92,0,3
886885,0,35,0,3
886886,0,56,0,3
886887,0,52,0,3
886888,0,19,0,3
886889,0,27,0,3
886890,0,3,0,1
886891,0,15,0,3
886892,0,23,0,3
886893,0,32,0,3
886895,0,43,0,3
886896,0,33,0,3
886897,0,71,0,4
886898,0,57,0,1
886899,0,62,0,3
886900,0,18,0,1
886901,0,14,0,1
886910,0,52,0,3
886911,0,13,1,1
886912,0,16,0,3
886913,0,8,0,1
886916,0,0,0,1
886917,0,40,0,3
886918,0,7,0,1
886919,0,1,0,1
886920,0,35,0,3
886921,0,48,0,3
886922,0,1,0,1
886923,0,11,0,3
886924,0,43,0,3
886925,0,3,0,1
886928,0,71,0,3
886929,0,0,0,1
886930,0,0,0,1
886938,0,3,0,1
886939,0,6,0,3
886940,0,15,0,1
886941,0,31,0,1
886942,0,5,0,1
886943,0,8,0,1
886944,0,8,0,3
886945,0,40,0,1
886946,0,64,0,3
886947,0,17,0,1
886948,0,30,0,3
886949,0,26,0,3
886950,0,7,0,1
886951,0,10,0,3
886952,0,64,0,3
886953,0,89,0,3
886954,0,38,0,3
886955,0,8,0,3
886956,0,45,0,3
886957,0,0,0,1
886958,0,6,0,1
886983,0,74,0,3
886984,0,39,0,3
886985,0,8,0,1
886986,0,12,0,3
886987,0,44,0,3
886988,0,34,0,3
886989,0,68,0,3
886990,0,75,0,3
886991,0,8,0,3
886992,0,1,0,1
886995,0,21,0,1
886996,0,25,0,1
886997,0,9,0,1
886998,0,23,0,3
