cycle      , unique_vpns, max_counter, mean_counter  , median_counter, std_counter         , approx_ws_ge_1, approx_ws_ge_4, approx_ws_ge_16, approx_ws_ge_32, common_vpns, new_vpns, pages_accessed_flag
10835343750,        4096,           5, 0.4736328125  ,            0.0, 0.6887687766394031  ,           1552,             10,               0,               0,        4094,        2,                1381
10836344310,        4096,           7, 0.503662109375,            0.0, 0.7200981019659235  ,           1620,             10,               0,               0,        4094,        2,                1460
10837345679,        4096,           6, 0.475830078125,            0.0, 0.698353109019038   ,           1550,             11,               0,               0,        4095,        1,                1358
10838346884,        4096,           5, 0.46826171875 ,            0.0, 0.6955975580414985  ,           1524,             18,               0,               0,        4095,        1,                1349
10839347048,        4096,           5, 0.477783203125,            0.0, 0.6980683223629439  ,           1555,             12,               0,               0,        4093,        3,                1387
10840347421,        4096,           6, 0.479736328125,            0.0, 0.7050872125858916  ,           1553,             12,               0,               0,        4095,        1,                1381
10841347448,        4096,           5, 0.488037109375,            0.0, 0.6944629322346113  ,           1600,              8,               0,               0,        4093,        3,                1411
10842347674,        4096,           6, 0.49267578125 ,            0.0, 0.7190522926531159  ,           1574,             12,               0,               0,        4095,        1,                1399
10843347954,        4096,           6, 0.50634765625 ,            0.0, 0.7248105492196784  ,           1631,             15,               0,               0,        4093,        3,                1449
10844348649,        4096,           6, 0.509033203125,            0.0, 0.7284779474982771  ,           1621,             13,               0,               0,        4093,        3,                1446
10845348688,        4096,           6, 0.506103515625,            0.0, 0.7295130633491188  ,           1617,             18,               0,               0,        4095,        1,                1432
10846348811,        4096,           5, 0.506591796875,            0.0, 0.7070760554664248  ,           1645,             14,               0,               0,        4094,        2,                1448
10847349191,        4096,           6, 0.515380859375,            0.0, 0.7199431343272096  ,           1657,              9,               0,               0,        4095,        1,                1454
10848349695,        4096,          17, 0.48876953125 ,            0.0, 0.7417323272728884  ,           1591,             13,               1,               0,        4093,        3,                1382
10849350510,        4096,           8, 0.490234375   ,            0.0, 0.721396177608642   ,           1572,             14,               0,               0,        4094,        2,                1393
10850350660,        4096,           7, 0.4990234375  ,            0.0, 0.728198107540581   ,           1585,             14,               0,               0,        4095,        1,                1406
10851351349,        4096,           6, 0.517333984375,            0.0, 0.7386460386989747  ,           1635,             14,               0,               0,        4094,        2,                1442
10852926395,        4096,           3, 0.173095703125,            0.0, 0.4105169980459541  ,            662,              0,               0,               0,        4095,        1,                 301
10853926444,        4096,           6, 0.516357421875,            0.0, 0.7113930636431616  ,           1674,              7,               0,               0,        4093,        3,                1662
10854927294,        4096,           5, 0.623046875   ,            0.0, 0.7737111850055771  ,           1930,             18,               0,               0,        4094,        2,                1772
10855927503,        4096,           5, 0.631591796875,            0.0, 0.7618003997079608  ,           1976,             12,               0,               0,        4094,        2,                1707
10856927927,        4096,           5, 0.580810546875,            0.0, 0.737071463980097   ,           1856,              9,               0,               0,        4095,        1,                1550
10857927957,        4096,           5, 0.566162109375,            0.0, 0.7338878151891136  ,           1809,             11,               0,               0,        4094,        2,                1581
10858928902,        4096,           4, 0.52294921875 ,            0.0, 0.7067342735135779  ,           1706,              9,               0,               0,        4095,        1,                1467
10859929000,        4096,           5, 0.51025390625 ,            0.0, 0.704611161319927   ,           1657,              9,               0,               0,        4095,        1,                1475
10860929395,        4096,           6, 0.503662109375,            0.0, 0.7081323553580401  ,           1643,             14,               0,               0,        4095,        1,                1437
10861930017,        4096,           6, 0.504638671875,            0.0, 0.7057091169336245  ,           1649,              9,               0,               0,        4095,        1,                1464
10862931155,        4096,           5, 0.492919921875,            0.0, 0.6994338317480389  ,           1615,             13,               0,               0,        4095,        1,                1438
10863931858,        4096,           5, 0.51220703125 ,            0.0, 0.7307740251870352  ,           1620,             16,               0,               0,        4095,        1,                1457
10864932031,        4096,           5, 0.50146484375 ,            0.0, 0.7136351995121794  ,           1614,             12,               0,               0,        4095,        1,                1404
10865932040,        4096,           5, 0.4697265625  ,            0.0, 0.6782484935345847  ,           1552,              8,               0,               0,        4095,        1,                1332
10866932168,        4096,           4, 0.464599609375,            0.0, 0.6725772027013682  ,           1537,              5,               0,               0,        4095,        1,                1363
10867932750,        4096,           4, 0.480712890625,            0.0, 0.6971055389336372  ,           1548,              5,               0,               0,        4092,        4,                1373
10868933550,        4096,           7, 0.47216796875 ,            0.0, 0.6929519530865751  ,           1546,              8,               0,               0,        4095,        1,                1352
10869933757,        4096,           5, 0.46142578125 ,            0.0, 0.6691268785871833  ,           1529,              3,               0,               0,        4095,        1,                1351
10870934257,        4096,           5, 0.486328125   ,            0.0, 0.6933758800852423  ,           1590,              9,               0,               0,        4095,        1,                1424
10871934264,        4096,           7, 0.468505859375,            0.0, 0.6824990799307298  ,           1552,              9,               0,               0,        4095,        1,                1351
10872935410,        4096,           6, 0.48095703125 ,            0.0, 0.6861696376197263  ,           1589,              8,               0,               0,        4095,        1,                1428
10873935550,        4096,           5, 0.471923828125,            0.0, 0.6815744712229511  ,           1567,              9,               0,               0,        4095,        1,                1390
10874936145,        4096,           6, 0.46630859375 ,            0.0, 0.686673968594192   ,           1539,             12,               0,               0,        4095,        1,                1383
10875937109,        4096,           5, 0.473876953125,            0.0, 0.6940745359267739  ,           1550,             15,               0,               0,        4095,        1,                1393
10876938017,        4096,           6, 0.484375      ,            0.0, 0.6982469678595103  ,           1588,             13,               0,               0,        4095,        1,                1417
10877938099,        4096,           5, 0.492919921875,            0.0, 0.6842598857479107  ,           1638,              7,               0,               0,        4095,        1,                1457
10878939027,        4096,           6, 0.490234375   ,            0.0, 0.6959020279955789  ,           1602,              7,               0,               0,        4095,        1,                1450
10879940192,        4096,           6, 0.49462890625 ,            0.0, 0.6977016250532377  ,           1615,             10,               0,               0,        4095,        1,                1433
10880941110,        4096,           5, 0.482177734375,            0.0, 0.6936336780664503  ,           1581,             12,               0,               0,        4094,        2,                1378
10881942522,        4096,           7, 0.5029296875  ,            0.0, 0.7095134852003536  ,           1637,             11,               0,               0,        4095,        1,                1462
10882942917,        4096,           6, 0.5126953125  ,            0.0, 0.7403908918878779  ,           1630,             22,               0,               0,        4095,        1,                1445
10883943164,        4096,           5, 0.51904296875 ,            0.0, 0.7255982594323022  ,           1664,             17,               0,               0,        4095,        1,                1463
10884943591,        4096,           6, 0.51318359375 ,            0.0, 0.735751384032565   ,           1626,             18,               0,               0,        4095,        1,                1434
10885944949,        4096,           7, 0.541015625   ,            0.0, 0.7459377904730792  ,           1712,             13,               0,               0,        4095,        1,                1511
10886945009,        4096,           6, 0.513671875   ,            0.0, 0.7317496915503172  ,           1637,             17,               0,               0,        4095,        1,                1431
10887945246,        4096,           6, 0.525634765625,            0.0, 0.745970351315219   ,           1651,             12,               0,               0,        4094,        2,                1475
10889724213,        4096,           4, 0.263427734375,            0.0, 0.5045596477494553  ,            974,              2,               0,               0,        4095,        1,                 638
10890724283,        4096,           5, 0.573974609375,            0.0, 0.7427359311476833  ,           1814,              9,               0,               0,        4094,        2,                1785
10891725380,        4096,           5, 0.63671875    ,            0.0, 0.7701456937803636  ,           1972,             10,               0,               0,        4095,        1,                1751
10892725635,        4096,           5, 0.60302734375 ,            0.0, 0.7533328390823139  ,           1899,             11,               0,               0,        4095,        1,                1594
10893726131,        4096,           5, 0.56787109375 ,            0.0, 0.7240180304268525  ,           1827,              5,               0,               0,        4095,        1,                1565
10894726142,        4096,           4, 0.53955078125 ,            0.0, 0.7104810989410729  ,           1755,              7,               0,               0,        4095,        1,                1520
10895726229,        4096,           4, 0.49853515625 ,            0.0, 0.6920995307633058  ,           1636,              7,               0,               0,        4095,        1,                1422
10896726943,        4096,           4, 0.489990234375,            0.0, 0.6902624896313956  ,           1608,              6,               0,               0,        4095,        1,                1410
10897727476,        4096,           5, 0.456298828125,            0.0, 0.6702701564121378  ,           1508,              5,               0,               0,        4095,        1,                1330
10898727578,        4096,           4, 0.441162109375,            0.0, 0.6423034544721058  ,           1500,              3,               0,               0,        4095,        1,                1316
10899727852,        4096,           6, 0.444091796875,            0.0, 0.6653383004707708  ,           1465,              3,               0,               0,        4095,        1,                1324
10900728771,        4096,           5, 0.440673828125,            0.0, 0.6650422442075826  ,           1464,              8,               0,               0,        4095,        1,                1287
10901728879,        4096,           5, 0.430419921875,            0.0, 0.6465370640791748  ,           1462,              8,               0,               0,        4095,        1,                1292
10902729718,        4096,           4, 0.430419921875,            0.0, 0.6614691415539495  ,           1426,              9,               0,               0,        4094,        2,                1280
10903730000,        4096,           6, 0.43798828125 ,            0.0, 0.6771682881586164  ,           1442,             12,               0,               0,        4094,        2,                1291
10904730070,        4096,           5, 0.44189453125 ,            0.0, 0.6803913199412106  ,           1445,             10,               0,               0,        4095,        1,                1297
10905730141,        4096,           4, 0.431640625   ,            0.0, 0.6649092717052526  ,           1422,              6,               0,               0,        4095,        1,                1267
10906730570,        4096,           5, 0.44677734375 ,            0.0, 0.665191588086992   ,           1495,             10,               0,               0,        4094,        2,                1322
10907730602,        4096,           5, 0.466796875   ,            0.0, 0.6863421313311856  ,           1528,             11,               0,               0,        4094,        2,                1378
